Feature_Index,Similarity
588,0.6176618728274654
480,0.5760906324195662
130,0.5691966661808265
515,0.5635672335192554
159,0.5612269990190614
8,0.5556534927236014
785,0.5524215975078962
67,0.5492307137607682
915,0.5489398078760491
421,0.5448288837508931
343,0.5441710418431241
304,0.5419919079981971
474,0.5411429140963031
804,0.5345884544542874
947,0.5331883405999349
177,0.5327237128268043
744,0.5323593576447269
1006,0.531690283204349
87,0.5220490226266331
722,0.5216464504688669
294,0.5171168687020248
664,0.5134099096568686
76,0.5106581463970553
38,0.4966147941694157
932,0.4914775070181008
425,0.48936542633668717
755,0.48829853505142007
662,0.4866130863252784
381,0.4829864806605173
255,0.47591296499310476
338,0.4756016816706952
583,0.47219530233313645
753,0.47208326584138777
462,0.4700520080650508
187,0.46793238621540684
241,0.4659385478258065
973,0.46364671148146536
606,0.4634855997366631
103,0.46251218075279504
20,0.45956955971745456
617,0.45941339787998736
486,0.45929236523033456
890,0.458276357961869
193,0.4581825881594166
919,0.45711269861740356
409,0.45684672493366607
727,0.45500357623394716
182,0.45462162976268505
538,0.45450395265377946
964,0.454020165780343
578,0.4539485035495418
848,0.4525282912405171
595,0.4524957134409704
787,0.45198654890152407
1037,0.45049890497035744
308,0.45007921483969987
216,0.4500264228923603
526,0.4488312301188815
711,0.44734167917546813
933,0.44688854674473744
286,0.4468668075343325
32,0.44637636971669875
376,0.446067169339923
473,0.4453103648260752
691,0.4450530479934143
101,0.4449315865857538
607,0.444377478264661
730,0.4440853422079892
94,0.44282620263310724
983,0.4427458791920098
174,0.4426869990476135
373,0.4416476732194304
27,0.44147964850171717
612,0.4413285576246711
382,0.4412979908880344
907,0.44057227343464084
1000,0.4404856244489961
147,0.4399654234557407
1033,0.43983596735835306
820,0.4397318188115657
840,0.43946708285522007
689,0.438474670357357
924,0.4383829975851469
630,0.4379204957923363
423,0.4335710220315078
555,0.4330551756827661
419,0.4321721371322336
277,0.43166803647743246
554,0.4296194572103612
632,0.429170613574911
307,0.42756200711986797
158,0.42744952414841514
413,0.42612533694532684
424,0.4260661436839544
631,0.4260087968055402
148,0.4247215715850977
506,0.423018596193412
296,0.42276676458526113
1020,0.4226787328320642
749,0.4219603799166834
996,0.42168174571926254
1004,0.42152810398704504
992,0.4212667347246609
5,0.42067800607221767
634,0.41972807554155844
981,0.41941767246457695
743,0.41898238880391175
874,0.4176198106757362
577,0.4174340899599451
688,0.41731507583707084
168,0.4172272137170063
825,0.41717010965499424
394,0.4170738545857441
861,0.4166531006309168
200,0.41628529986900253
793,0.4140631617588918
224,0.4116794592321609
70,0.411468364236109
325,0.4113973617563688
510,0.41138178006448023
567,0.41102900299137846
514,0.41071501957129275
529,0.4091206283560297
10,0.4084747213314394
813,0.40804356050882434
629,0.4078669924441029
53,0.40720291030176853
684,0.40720119698633
871,0.40618427466895135
539,0.4041664500824536
77,0.4017769998973662
459,0.4013919633213277
347,0.401064421597819
864,0.4000538839458105
133,0.39738270261042663
999,0.39725101212838804
734,0.3972185783240698
428,0.39654893220642234
68,0.3959417383951265
231,0.39553797686194314
69,0.3939622381274046
747,0.393646280834986
750,0.39272490906302143
390,0.3925681716901679
873,0.3914102541346472
769,0.3913537161228197
0,0.39120139631935236
319,0.391173206082124
492,0.3908369386358059
74,0.39062347155043026
265,0.39012152836438124
318,0.39003076652535396
885,0.3892809072142454
1035,0.389212755551296
406,0.3886782457904946
279,0.3882578084365189
670,0.3881465152618741
7,0.38687798521217154
18,0.3868599302275813
589,0.38671836733897075
542,0.38647763981986755
533,0.38591701755761165
649,0.3856541061677961
639,0.385290092994195
360,0.3849013818354586
959,0.3848570825794796
851,0.3846019232147274
674,0.3843004473996607
194,0.3840169475761809
189,0.38364432768022877
748,0.3832298717065456
290,0.3825687180290479
89,0.38248525163617986
96,0.38195733483361216
229,0.38071668231091293
364,0.3805318793747129
1052,0.37990741819107376
518,0.37950263729330164
160,0.3791912791591058
585,0.37882695592774984
400,0.3784773104182925
759,0.3781966687406215
441,0.37812756051075225
899,0.3770987833146655
48,0.3770441030940726
732,0.3768482799866564
1046,0.37671616694487703
471,0.3765291168074136
298,0.37640975624112644
559,0.37581946429382507
921,0.3756467381374129
536,0.37535637026093427
249,0.37495370567234504
990,0.3744893584724456
660,0.3743794354159585
731,0.37356195243704965
788,0.3732706170022292
835,0.37261480158625415
389,0.37235305569857957
275,0.37218149023098396
1015,0.37157864811017266
494,0.3709104107401715
799,0.3708353452733625
21,0.37003866692288745
378,0.3698946820125841
831,0.36942162573611675
237,0.3680286451381437
682,0.36763765607865156
883,0.36676969184809943
353,0.3661506894269558
185,0.366149185113503
946,0.3660334237179106
988,0.36592924728827564
22,0.3655397779646423
139,0.36505158476597127
128,0.36497026007004607
677,0.3648649842852117
594,0.3645430416659587
655,0.3643482923078853
144,0.36403892204812066
1017,0.3636616523424759
490,0.3633756890354035
658,0.3632086474458278
602,0.3631492565347699
944,0.3627655874071558
855,0.3626776646237719
411,0.36227372057366924
56,0.3621397138581294
300,0.3618624321656793
647,0.3617986245854026
404,0.361661094391574
108,0.3608619572437996
604,0.3605506229917159
262,0.3605052460935901
879,0.36047123550561166
1009,0.3602992394171496
850,0.35997871251813784
814,0.3596225927707113
12,0.3591843698023145
982,0.3588670109351475
239,0.35882557235470286
302,0.3585215042973471
929,0.35835580930104066
833,0.3577132103380417
439,0.3573288595505935
897,0.35729976398869523
938,0.3568356803113714
260,0.35676290403713423
181,0.35669570128073697
45,0.35612876227138135
535,0.3541245748253688
340,0.35405136574511314
268,0.35393765937148525
40,0.353785213995439
90,0.3536664674556985
716,0.3534633727224548
676,0.3534365753299852
118,0.35264222892710606
151,0.35262282658419064
513,0.35244963205382235
33,0.35232357293260247
1041,0.3518295326623706
85,0.3517265478634097
939,0.35160735267158916
106,0.3515286571264432
288,0.3510956017425702
699,0.35098680543153654
918,0.350470808814529
100,0.3498595025118996
816,0.3493542234065185
557,0.34899728462694257
204,0.34898251334696084
561,0.3489800965673175
153,0.34826896551317854
574,0.34822876779403256
738,0.34786517374211373
801,0.34780299593392944
849,0.34779990283445067
222,0.34754708735351914
1022,0.3475120820080639
599,0.3471765561300708
784,0.34663602656396736
454,0.3463803045218064
880,0.3463514369158985
1051,0.34628751807810526
330,0.34626807156372125
846,0.34615700057723625
115,0.346124047115037
374,0.3459317499885041
706,0.345576928077792
795,0.3455460642703398
989,0.34526592011947815
1001,0.3451299119747839
46,0.34487587362957567
497,0.34478898175761474
549,0.34442616821618816
34,0.3443527943431115
566,0.3437191194006159
230,0.3436328975338419
949,0.343380416149617
326,0.3431254181785532
276,0.3428611243900216
341,0.3425758025191779
315,0.3420156487268741
1038,0.3418657009413383
680,0.34179491175883037
371,0.3416974810350589
467,0.34148945291575405
962,0.3406609473637865
155,0.34064506705033104
485,0.34058653834005603
43,0.3404035309581168
707,0.33990511828023373
313,0.33982857863174215
207,0.33972587954117567
1007,0.33970928456154453
269,0.33902765550989467
119,0.3389759887629566
789,0.33891703585698596
830,0.33889908509999334
449,0.3388755655670808
968,0.33877246174105335
282,0.3382270477056251
742,0.3381712133922401
910,0.33798724847279077
169,0.3372980087997855
641,0.3372623903013375
937,0.33697736734411865
692,0.3368282217349851
544,0.3365866139424026
82,0.3365675278284592
225,0.33656714003479044
540,0.33650692129534787
792,0.3363576472337178
693,0.33608141895395055
317,0.33604005721582386
843,0.3357268886221479
477,0.335669063995603
165,0.33554791102799797
132,0.33554424608955047
1043,0.3352434793661981
472,0.3344191991820863
889,0.33418825961186116
978,0.3339436726861376
328,0.333787650350137
44,0.33378115245055223
210,0.33376171926695913
972,0.33338637952116773
1028,0.3332551804362228
412,0.3329067568983924
597,0.3327825182825539
351,0.3326312371185021
3,0.33258563397569046
994,0.33250690494449076
1050,0.33180719826877064
1029,0.33178084504559585
299,0.33145500877651846
329,0.33139052707413813
767,0.3313242886438511
952,0.33129594311673116
57,0.3312353434016179
444,0.33082118838165786
367,0.3307578089013321
922,0.33044875234521615
986,0.3301910195647352
780,0.33012388059167697
199,0.32983478274641026
432,0.32972579216123316
854,0.32969613920716667
1040,0.32925545268337664
261,0.3289931394564899
509,0.32893881196069163
306,0.3288343630519941
736,0.32881485338131433
208,0.32869608931392574
669,0.32853879684709675
523,0.3283453496043662
521,0.3281179115701128
219,0.32807056748591906
998,0.3277967961412318
525,0.3276846066098244
246,0.3276175898526953
930,0.3273916683685936
586,0.32702748405962395
777,0.3266750256394702
457,0.3266339604829275
166,0.326609593840182
483,0.32641223626954496
161,0.32606852069924486
896,0.3260358782093412
253,0.32589613635875647
737,0.32567447152783374
698,0.32547682308859405
197,0.3252905582388198
163,0.32527715743024627
297,0.32513362502251963
720,0.32508008250295195
445,0.3249988988853313
370,0.3248712566468777
123,0.32485160617621456
834,0.32460578549630664
235,0.32448957162807174
537,0.3242586979213875
1002,0.3242431155715383
388,0.32416748785219096
728,0.324128495846344
375,0.3240525588447657
936,0.3233341895029542
993,0.3233310466508154
531,0.32322563169686014
331,0.32312683026544087
422,0.32296896761262556
635,0.32281951023985334
685,0.3227097807147036
806,0.3224751609338125
823,0.3222431352212918
575,0.3222378596355026
23,0.32185706580559964
1016,0.3214766153772868
102,0.3210187953983137
466,0.3209659012831562
746,0.3203965740183333
867,0.3203786759652888
333,0.3201545770266533
927,0.31987822887415346
417,0.3198268746951944
646,0.31980705722164204
522,0.31963760414325937
852,0.3196252453746232
758,0.31960591021037005
696,0.3194937280004219
504,0.31928008627728727
881,0.3190500586094264
362,0.31898170101166995
913,0.3188572275673685
121,0.31874807121205684
975,0.3186414217575284
812,0.3183618800659405
500,0.31815265951326144
894,0.3180850351009119
143,0.31771645556362116
666,0.31766405483300586
997,0.317662026400499
638,0.317622764378724
468,0.31750889514728337
314,0.3171401471951986
448,0.3168787761435453
287,0.3166273963695694
83,0.3158117925787343
452,0.3157617180453183
387,0.31557777378117013
625,0.31540943243062364
926,0.3153993294742389
1034,0.31538603337504945
1048,0.31490140909304964
761,0.31458025748272656
192,0.3145049273384471
175,0.314360849191284
614,0.3143536483951732
78,0.31429122408362764
870,0.3141361310516841
798,0.3141222764704826
1,0.3135412023900528
545,0.3134550509793933
244,0.3130991152095683
420,0.3130505378363428
967,0.3129033194188212
1018,0.3128517625368791
264,0.31263205119766235
683,0.312489623865549
42,0.3122884848267333
259,0.31215885015594474
61,0.3118088932850694
668,0.3116859479931698
569,0.31109022682274573
584,0.3107577498207011
695,0.3106398856487427
624,0.3106372179881401
781,0.31061866177557035
433,0.31057892918858865
178,0.31056140763595474
393,0.31032420113387593
97,0.31008551424035463
131,0.30982574941388297
581,0.3097601809768407
928,0.309600905222924
679,0.30938300127401036
232,0.3093734023078003
98,0.3091666243188513
892,0.3091313107698149
511,0.3087040133303975
162,0.3086822854593405
502,0.30866828880073705
1011,0.3086060224421243
633,0.3084972889715077
551,0.30809933314915794
528,0.3080631779260839
580,0.3067994932873751
92,0.3067443627280225
826,0.30649455032913797
481,0.3063491046519282
819,0.3062779224790961
558,0.3060083953668601
285,0.3059770458356699
134,0.3058985130511267
905,0.30546968267845137
768,0.3051015471567411
142,0.3048769622521833
863,0.3045969180327618
357,0.30451117748111894
619,0.30446034423740076
519,0.3042122892505206
979,0.304135929039021
802,0.30394682610202967
1008,0.3033299873603562
672,0.3029585260190365
392,0.3027024534760886
17,0.3023475747343795
610,0.30224633340566237
763,0.3021054966690916
120,0.3019187145640201
700,0.3017801428787106
54,0.30176655322408147
487,0.30176474766540545
828,0.3012460830836534
478,0.3011811902127711
862,0.3009690300135471
563,0.3009061377507064
172,0.30065515888523775
829,0.30016905079801426
247,0.299931077877075
396,0.29991926616490877
663,0.2998224328303698
987,0.29934391619747797
248,0.29906188505241726
503,0.29900218560452896
465,0.2989783971366561
735,0.2987326222760727
349,0.2985577995373752
570,0.2981411168245709
266,0.29807912404601106
818,0.2978895147632485
836,0.2978352843821901
198,0.29763258354008154
857,0.2975042445076579
434,0.2974628269873765
1024,0.29745559521801473
745,0.29717991342557304
1003,0.29679322438987593
358,0.29670657027217956
250,0.2966217453892214
305,0.2966053359358281
311,0.2965470859294294
366,0.2964374432012573
202,0.29584458614677234
303,0.2956035835308845
122,0.2955597063059994
443,0.29535472568557414
427,0.2952355587258008
618,0.2950871228805624
845,0.294986336667292
180,0.29479141521149466
902,0.29472642464520343
190,0.29466283452380443
591,0.2945812772322046
13,0.29447526651625655
184,0.29435457873258
446,0.29433749073975757
808,0.29425480477134036
217,0.29420766992235314
844,0.29403043512475335
451,0.29400547054327064
395,0.29390079372483163
359,0.29367482510509346
4,0.29334796316564254
891,0.29332445916543654
796,0.29322438449853405
463,0.29315347585401574
659,0.29315198579699175
953,0.2928497249690447
875,0.2926591882932681
824,0.2925588741329373
887,0.2925005565190405
942,0.29240266009344273
609,0.29201002056220615
564,0.2918439596158378
1055,0.2917551346600091
980,0.291522514094672
227,0.2914851653041785
447,0.29132374705447733
186,0.2913229394807516
1047,0.29111975891490033
379,0.2909689841929017
925,0.29092050935403335
957,0.2907357727658891
111,0.2906046591972465
1045,0.29059915092841165
220,0.29042287631531194
332,0.29026299139815587
140,0.2900590626030743
456,0.29002258134711983
209,0.2897300107723068
461,0.28965193719421967
856,0.28959658367033986
505,0.2895319871549377
228,0.28937476183949024
278,0.2893588141903221
950,0.28917141545303204
771,0.2890893315487861
50,0.2890453295037032
334,0.28870964520932374
956,0.28858822202155926
690,0.28857144511232735
64,0.2885121087305647
809,0.28825031706462956
724,0.2881499844479812
435,0.2876866441084402
807,0.28733514975365754
628,0.28725315368455473
974,0.28709803062357686
28,0.2865924602448765
579,0.2865145334690096
58,0.28650333885095325
84,0.2864818661839106
616,0.28634519065991804
723,0.28587438532588944
898,0.2857966465710641
971,0.2857681461239679
984,0.28559141638725266
489,0.28536668558291906
741,0.28486831492328607
79,0.2848226961495023
152,0.2844986143269856
342,0.2843630065210564
29,0.284155820660191
125,0.2840126428122829
284,0.283996568670483
520,0.28384473434343094
499,0.2837290126664619
95,0.2836769013726704
576,0.28321723857870634
1044,0.28304508032520814
257,0.2830089449255741
215,0.28250465622317217
71,0.2824820504939082
877,0.2824756534090629
62,0.28227527285678616
872,0.28188732881251033
719,0.2816056276834195
407,0.28156859459502054
81,0.2813143913862786
354,0.28122406366463254
1014,0.2810812682622218
372,0.2808977566393451
1005,0.2804887680586095
908,0.2804084350160823
547,0.2798071641124761
687,0.27929677519236024
479,0.2792733057744021
770,0.2792315803843203
346,0.2792052137678933
405,0.27881422755445545
725,0.2785895986526941
764,0.2783572571244021
546,0.2783090941580848
327,0.2782640617510129
1042,0.2782008209523425
704,0.2781277349817428
760,0.27809729416526974
866,0.2778094054927673
124,0.2776589119978762
914,0.2769864738342711
35,0.2768973206526201
842,0.2763650188764803
440,0.2762981662363945
251,0.27611325161745104
309,0.27610834514274185
717,0.27599330611010603
386,0.2759355302574876
127,0.27587797397415015
969,0.2756665787098551
191,0.2752802419665912
903,0.275204177306194
966,0.2750164207367166
437,0.2749925097756076
238,0.27473108101098953
188,0.2747129422686115
656,0.2745104740198594
350,0.27444854964445375
63,0.27415116495724845
847,0.2739307977221505
426,0.27351215454232314
51,0.2734254242750065
800,0.2734085278214401
774,0.273366564214618
272,0.27311762552450564
786,0.2726683193656661
256,0.27257704897027435
385,0.2725151021372913
739,0.2724118288366903
263,0.2723793414002471
556,0.2722477534971315
600,0.27220975116041335
991,0.27217231731781416
568,0.2720321894566859
310,0.27197415504273675
592,0.2718920006720547
516,0.2714411152235452
613,0.2711845880277448
951,0.2710225728447321
985,0.2709409906209527
637,0.27086172606586484
821,0.27081139711989877
218,0.2707349800002859
2,0.2707300168354539
1027,0.27057528234512745
709,0.2703901390885969
476,0.2703145339644144
702,0.27031415093290995
841,0.2700505762395749
195,0.26991108286259025
183,0.26955898964595415
1036,0.26928865688216813
15,0.2692757391833474
107,0.2692446739800383
493,0.2690786559483569
934,0.2690181862584824
955,0.26879828829778524
657,0.2683253128487793
776,0.2682494360026573
416,0.26823452631966754
242,0.268109273131864
99,0.26793122660888585
110,0.2679005922024799
377,0.26779398949821476
271,0.267530130064411
882,0.2673736966428097
164,0.26720624644534535
19,0.26715731795547226
797,0.26618711153972074
853,0.2661458638811274
37,0.26610387020339626
708,0.2657410624306937
701,0.26518304109914564
678,0.26481154493269343
273,0.26463708300057254
49,0.2645907034838629
859,0.26457530394867673
815,0.26411773874260064
901,0.2638369627107321
665,0.2637524047442841
626,0.2636376725766037
627,0.2632598588339412
138,0.26299406884592685
274,0.26289309346674544
352,0.2628714506665459
886,0.26232532978390427
214,0.26205681740774495
703,0.26184830122776975
1010,0.26168795018810637
766,0.26144821812102
418,0.2609753878243947
652,0.2608539916525848
430,0.2604550320560703
267,0.2604421573106496
324,0.26025536020695006
507,0.2602381929801149
301,0.2602040152314951
965,0.25980488288029246
292,0.25980306505777195
141,0.2594507678910769
179,0.2592786928710163
36,0.2591720657995251
384,0.25890553060070476
25,0.25889684960755804
878,0.25873823144286
458,0.258058493478421
517,0.25758500418140146
791,0.2575775428458043
954,0.25753458458272255
527,0.2574943810835147
361,0.25748114241014913
295,0.2574785174558232
778,0.25740414606654355
281,0.25729628153194134
291,0.25725534808453154
1039,0.25680265422938625
752,0.2568001430707357
782,0.2564747620994895
571,0.2564617015924793
1031,0.25644098121144865
671,0.2562260331602104
532,0.2562018073017555
157,0.2561788991992798
59,0.25574256347751945
644,0.2553293791790602
91,0.2551969952696388
756,0.25493298574976175
213,0.25480589791372904
995,0.2545959122350239
171,0.25448787341635676
245,0.25434480228089845
817,0.25434363351179873
501,0.253889650248514
233,0.2537472315017797
710,0.253697238375248
773,0.25304222120213976
920,0.2527213094620003
201,0.25260492011935903
356,0.2525351150680936
582,0.25235011485631614
112,0.2521049381503396
234,0.2519920184441431
212,0.2515501738495729
865,0.251081822710858
935,0.250992234599801
960,0.2506616225828128
681,0.25055216447110334
104,0.2504960955643056
453,0.2500089382115149
715,0.24999319346454296
47,0.2497088256540143
740,0.2496412256030898
16,0.24954811433449525
65,0.2493178687001357
146,0.24923556713362438
838,0.24888109556518723
900,0.24838321049000747
339,0.24813780109954653
822,0.24810602674223708
977,0.2480227286542811
762,0.24798794600479943
6,0.24773811956792577
832,0.24762561895855936
712,0.24731800796386222
651,0.24722581760347373
365,0.24704353892436695
105,0.24690023019668295
970,0.2464635289123116
643,0.2457760183726416
337,0.24572421065854513
345,0.2457202283356663
24,0.24567087946466012
636,0.24518507444786625
622,0.2450707204682904
590,0.24492906659551167
410,0.2446727149467644
615,0.24463808417160737
344,0.24463672712837964
270,0.24436186840890006
402,0.24435933691664685
86,0.24411479370473396
1019,0.24410972505376852
904,0.24383865610939
9,0.24336628733954707
391,0.24307263225015774
650,0.24279427990383864
72,0.24270922333709044
137,0.2420371832339432
940,0.24129707027199684
948,0.24102099227189136
603,0.24091588506255923
52,0.24080998357387876
491,0.24041616534803567
206,0.24031243091244156
1026,0.2396471469349784
455,0.23960980019287903
803,0.23953010095457888
945,0.23887435856813813
860,0.23880937127900517
39,0.23838046867301135
293,0.2383374018716369
726,0.23802125110556654
543,0.23797966885775615
113,0.23763770818190366
368,0.2376353239900112
754,0.23752085386009783
560,0.2374925761367055
1025,0.23737752610037746
534,0.23721907809654408
41,0.23678381992322214
573,0.2362486606147694
280,0.23623723219291462
794,0.23599225716721176
450,0.23598403077596516
460,0.2356946507645756
596,0.23564329600389636
321,0.2356142696690456
176,0.23558239584604698
530,0.2348499969349457
733,0.23472159521586966
415,0.23424005727333747
729,0.23391710306171815
548,0.23316675059373895
240,0.23296758783191918
236,0.23286626736372032
552,0.2328034394168355
1023,0.2315429784014316
66,0.23144342856669792
495,0.23125312707032297
211,0.2309575642033233
109,0.2309419188359381
895,0.2307509842065195
837,0.2301456653905998
429,0.22988567347104572
858,0.22971969323086677
75,0.2295846780443328
757,0.229178536311596
203,0.22914227748606578
116,0.2290189919298763
876,0.22873328331377257
553,0.2287008046218634
1021,0.2284405201265686
661,0.22842762278634224
205,0.22841829340208117
482,0.22831019245785994
765,0.22796427724184798
414,0.22790547635300015
348,0.22767285043586388
508,0.22742409828988935
442,0.22694090766414196
470,0.22666249738570032
917,0.226444581579957
943,0.22638353586227622
805,0.22424632958267227
675,0.2240429211505156
154,0.22378385054642247
572,0.22370806307967828
31,0.22348587189878455
640,0.2228887690718958
408,0.22187808496741546
150,0.2209058923374842
55,0.22086240356800102
336,0.21965497472287393
667,0.2195875875214495
320,0.2186234348233833
976,0.21838010393536972
598,0.2182433017384181
810,0.21788412684468242
653,0.21786995913256713
827,0.21726397752586002
601,0.2171769426233682
790,0.2167521212392733
167,0.2164530408704097
524,0.21639375864721477
550,0.2161094826898445
488,0.21605218083885766
136,0.216028086695579
751,0.21594199062424746
149,0.21573812154662228
621,0.2154608517194348
1013,0.2152875925128677
398,0.21478321339706088
323,0.21386229925260988
839,0.2137829236244184
88,0.21330453119011727
648,0.2131023629838646
686,0.21266136245933165
399,0.21235195586733924
783,0.21203256493738226
496,0.21171369641204044
322,0.2116100824397099
694,0.21149520362052057
931,0.21094781952460592
243,0.21088480539346374
383,0.21020218506416102
73,0.21018292222651314
289,0.210015753696817
126,0.2093141507816684
464,0.2091149410715912
963,0.20851145588532694
562,0.2083680868530969
772,0.2076163248826483
541,0.2075944981300733
221,0.20711974208238895
1032,0.20670131194433153
226,0.20525869115723125
869,0.20500660630224302
1012,0.20458045507564773
129,0.20435862764127835
512,0.2042020750429813
642,0.20359477652665006
93,0.20303527868207538
135,0.20206053178198885
911,0.20205417858708066
145,0.19938390422637411
252,0.1988373862280203
909,0.19847924577754303
565,0.19841100843502482
906,0.19831516279221145
1049,0.19814866107102153
431,0.19789572785805748
369,0.19775643299099566
714,0.19720306061484272
775,0.1964944700933129
620,0.19581090032651227
498,0.19482803324424078
403,0.19475350417838888
30,0.19335673088735
355,0.19173828650695965
1030,0.1910664171263733
941,0.19102113080069524
961,0.19089923689000016
697,0.18974189012200463
312,0.1893910635889804
718,0.18898990880171587
713,0.18680686324989976
254,0.18572723580580497
912,0.1851042160592986
623,0.18424108744763826
593,0.18411721061813602
397,0.18391256199593273
60,0.18274826461904137
223,0.1814192883271047
156,0.1795021502839454
380,0.17858989309768883
811,0.17686693125210023
258,0.1767164620365544
469,0.17661118942436116
1053,0.172908038438784
80,0.1717026963107689
316,0.17037022570343335
645,0.1660704409259713
436,0.16605817976734177
721,0.1659730613329944
170,0.16567322817970748
114,0.16274040074497848
173,0.16261848563900572
868,0.16219745292143684
335,0.15809938147309432
475,0.15724656552651625
26,0.1554057227002126
916,0.1516665899720245
779,0.14998836511712715
958,0.14894714417503013
654,0.10172345068742192
884,0.07083141682612475
605,0.04614990249339014
923,0.037700058981678844
484,0.027286369404665438
11,0.016936183775404946
893,0.010246793158883178
14,0.0
117,0.0
196,0.0
283,0.0
363,0.0
401,0.0
438,0.0
587,0.0
608,0.0
611,0.0
673,0.0
705,0.0
888,0.0
1054,0.0
